paper_id,title,year,venue,rule_predicted,rule_confidence,zs_predicted,zs_confidence,hybrid_label,hybrid_confidence,hybrid_method
cb8570664f8dce518102e81da6a50d5317675464,The Risk of Generating Technical Debt Interest: A Case Study.,2021,SN Comput. Sci.,Case Study,1.0,Empirical Study,0.5838,Case Study,1.0,rule
f5e7c64733f72f969a342a319abb5a7fe6bd07e4,The Influence of Cognitive Biases on Architectural Technical Debt.,2021,ICSA,Unknown,0.0,Theoretical Contribution,0.5885,Theoretical Contribution,0.5885,zero-shot
0463ebb1b70a1e6d4f6835bc9743d9bc14a58b25,Assessing Smart Contracts Security Technical Debts.,2021,TechDebt@ICSE,Tool Paper,1.0,Empirical Study,0.56,Tool Paper,1.0,rule
46da963a242061e53db6c5d8d6c49db623ac5cd4,Business-Driven Technical Debt Prioritization: An Industrial Case Study.,2021,TechDebt@ICSE,Case Study,1.0,Empirical Study,0.4379,Case Study,1.0,rule
0054df23a98ee0ed0848ed5f58f8e58eb36b1116,Frequency and Impact of Technical Debt Characteristics in Companies Producing Mechatronic Products.,2021,TechDebt@ICSE,Survey,1.0,Empirical Study,0.2971,Survey,1.0,rule
b5ea13e675f87d4565d64efd474a1b660e08e543,Characterizing Technical Debt and Antipatterns in AI-Based Systems: A Systematic Mapping Study.,2021,TechDebt@ICSE,Systematic Literature Review,1.0,Empirical Study,0.5771,Systematic Literature Review,1.0,rule
331e3ff624e66ffee2c1d95be47aaa04e83be947,Impact of Opportunistic Reuse Practices to Technical Debt.,2021,TechDebt@ICSE,Tool Paper,0.5,Empirical Study,0.7643,Tool Paper,0.5,rule
d412c3b1009f8dc29bd527531795c3a8dead49b4,Carrot and Stick approaches revisited when managing Technical Debt in an educational context.,2021,TechDebt@ICSE,Empirical Study,1.0,Empirical Study,0.9806,Empirical Study,1.0,rule
4371ba3292f8c01ac8626cd8de5e031ae0d9db62,How Experience Impacts Practitioners&apos; Perception of Causes and Effects of Technical Debt.,2021,CHASE@ICSE,Unknown,0.0,Empirical Study,0.427,Empirical Study,0.427,zero-shot
2f249c017ea43f331fe9250eca89ab4737c79154,Experiences on Managing Technical Debt with Code Smells and AntiPatterns.,2021,TechDebt@ICSE,Unknown,0.0,Experience Report,0.5257,Experience Report,0.5257,zero-shot
45afe343825cbc094bbd65d93da3ad9d4807f427,Architectural Archipelagos: Technical Debt in Long-Lived Software Research Platforms.,2021,TechDebt@ICSE,Unknown,0.0,Empirical Study,0.5093,Empirical Study,0.5093,zero-shot
d27a1635cd6a12f9f8eccc46bcf90206e13eca0f,On the Lack of Consensus Among Technical Debt Detection Tools.,2021,ICSE,Empirical Study,1.0,Empirical Study,0.8888,Empirical Study,1.0,rule
4d506d129404fbdf3c15cbe152cfa5b99b754556,The Need for Holistic Technical Debt Management across the Value Stream: Lessons Learnt and Open Challenges.,2021,TechDebt@ICSE,Unknown,0.0,Experience Report,0.4409,Experience Report,0.4409,zero-shot
ea61172a3946cd90c62bb2ad43c701e5dad8f846,An Empirical Study of Refactorings and Technical Debt in Machine Learning Systems.,2021,ICSE,Empirical Study,1.0,Empirical Study,0.9584,Empirical Study,1.0,rule
da1be6911509d0474f45a75d95e93f3516fa9b15,Do practitioners intentionally self-fix Technical Debt and why?,2021,ICSME,Survey,1.0,Empirical Study,0.6355,Survey,1.0,rule
8ed3345683127ae31e051696d1504f8901b05563,Refactorings and Technical Debt in Docker Projects: An Empirical Study.,2021,ASE,Empirical Study,1.0,Empirical Study,0.7994,Empirical Study,1.0,rule
a150f4c7d6267dde2dccd06026bec18eb92c6c53,FixMe: A GitHub Bot for Detecting and Monitoring On-Hold Self-Admitted Technical Debt.,2021,ASE,Tool Paper,1.0,Tool Paper,0.3914,Tool Paper,1.0,rule
e54a4e49917eb3da18c2f239be70a68fbd3274c3,Technical Debt in the Peer-Review Documentation of R Packages: a rOpenSci Case Study.,2021,MSR,Case Study,1.0,Empirical Study,0.5244,Case Study,1.0,rule
e060fedd59c797a82c038073b5007871073acc0b,Waiting around or job half-done? Sentiment in self-admitted technical debt.,2021,MSR,Tool Paper,1.0,Empirical Study,0.5554,Tool Paper,1.0,rule
e8d2d40fceadb83a99173151d25fb0a6ba14acde,Data Balancing Improves Self-Admitted Technical Debt Detection.,2021,MSR,Unknown,0.0,Empirical Study,0.7824,Empirical Study,0.7824,zero-shot
20bbfa6376f23b3dd2f42fa4783561ae07b351b5,Technical Debt in Large-Scale Distributed Projects: An Industrial Case Study.,2021,SANER,Case Study,0.667,Empirical Study,0.4206,Case Study,0.667,rule
d60e63d17510e57ab38b059a7d7bdcb3c2867696,Exploring the Relation between Technical Debt Principal and Interest: An Empirical Approach.,2020,Inf. Softw. Technol.,Empirical Study,1.0,Empirical Study,0.8088,Empirical Study,1.0,rule
0e14e7e96e027cb1e375e97a4c6654cd4f75ac9a,On the diffuseness of technical debt items and accuracy of remediation time when using SonarQube.,2020,Inf. Softw. Technol.,Case Study,1.0,Empirical Study,0.6762,Case Study,1.0,rule
3d919732b600dc8f557c31e321d5999a888bbc3d,Identifying self-admitted technical debt through code comment analysis with a contextualized vocabulary.,2020,Inf. Softw. Technol.,Tool Paper,1.0,Empirical Study,0.4468,Tool Paper,1.0,rule
8dea07b6ea5d097702626c9110b70fa9aa73602e,"Comparing Maintainability Index, SIG Method, and SQALE for Technical Debt Identification.",2020,Sci. Program.,Unknown,0.0,Empirical Study,0.9142,Empirical Study,0.9142,zero-shot
d81ac9906d88ce716d0355b124e0e1abee3ba953,ATDx: Building an Architectural Technical Debt Index.,2020,ENASE,Tool Paper,1.0,Empirical Study,0.5087,Tool Paper,1.0,rule
b7dccf6ad9702198c03693e68aac787ee1cfe0db,A Taste of the Software Industry Perception of Technical Debt and its Management in Uruguay: A survey in software industry.,2020,ESEM,Unknown,0.0,Empirical Study,0.3326,Empirical Study,0.3326,zero-shot
187193c6b811b61dacbd7e52ea620bc8b3b712ea,Profiling Developers Through the Lens of Technical Debt.,2020,ESEM,Unknown,0.0,Empirical Study,0.6867,Empirical Study,0.6867,zero-shot
976c5affbf993e68765c00bf3710abcd973fdb4a,How long do Junior Developers take to Remove Technical Debt Items?,2020,ESEM,Case Study,0.5,Empirical Study,0.6038,Case Study,0.5,rule
63377fd01c4678cc4f636aad0e92a966fb58e4c0,Long-Term Evaluation of Technical Debt in Open-Source Software.,2020,ESEM,Theoretical Contribution,1.0,Empirical Study,0.8435,Theoretical Contribution,1.0,rule
6c223302205435fc49e8518ff85873af24057c6c,A systematic literature review of technical debt prioritization.,2020,TechDebt@ICSE,Systematic Literature Review,1.0,Systematic Literature Review,0.9358,Systematic Literature Review,1.0,rule
56383ab12b2693df78b91442c26d47997a700012,Carrot and stick approaches when managing technical debt.,2020,TechDebt@ICSE,Unknown,0.0,Empirical Study,0.5977,Empirical Study,0.5977,zero-shot
9f387a16ef2a693b26e5c13786457cbc49f06b17,"Software archinaut: a tool to understand architecture, identify technical debt hotspots and manage evolution.",2020,TechDebt@ICSE,Tool Paper,1.0,Tool Paper,0.8854,Tool Paper,1.0,rule
683a4195124ce6bba34961ab57baeed7b963b62e,Trade-offs in managing risk and technical debt in industrial research labs: an experience report.,2020,TechDebt@ICSE,Experience Report,1.0,Experience Report,0.8245,Experience Report,1.0,rule
a81afaf4aeceafe3b2296114589d05948c600c44,How junior developers deal with their technical debt?,2020,TechDebt@ICSE,Empirical Study,1.0,Empirical Study,0.8882,Empirical Study,1.0,rule
cd5da70eb90dc48f39fbfa4b429fe537e211fb71,A composed technical debt identification methodology to predict software vulnerabilities.,2020,ICSE,Unknown,0.0,Empirical Study,0.6506,Empirical Study,0.6506,zero-shot
c7c71c2726415b67f37ad7e65e81048f6d6d64fe,Is using deep learning frameworks free?: characterizing technical debt in deep learning frameworks.,2020,ICSE-SEIS,Unknown,0.0,Empirical Study,0.9187,Empirical Study,0.9187,zero-shot
8cc8f0d90cb796a9494c64e99c8be7f3dd7fdc84,The prevalence of the technical debt concept in serbian IT industry: results of a national-wide survey.,2020,TechDebt@ICSE,Unknown,0.0,Empirical Study,0.5443,Empirical Study,0.5443,zero-shot
a0bcee30f39dedd9ed2fcaf84e16d64cb0413ef7,What are the practices used by software practitioners on technical debt payment: results from an international family of surveys.,2020,TechDebt@ICSE,Survey,1.0,Empirical Study,0.4802,Survey,1.0,rule
47b2ccd2008d40b5aebc4c8a305d41cd8578b7c9,Skuld: a self-learning tool for impact-driven technical debt management.,2020,TechDebt@ICSE,Tool Paper,1.0,Tool Paper,0.759,Tool Paper,1.0,rule
0a3017173792bc298f320633bc71998e587a5b35,Towards better technical debt detection with NLP and machine learning methods.,2020,ICSE,Tool Paper,1.0,Position Paper,0.3463,Tool Paper,1.0,rule
363b41b6753d8c0108caf9581aee02cef1eb3d0c,Towards collaborative technical debt management in systems of systems.,2020,TechDebt@ICSE,Theoretical Contribution,1.0,Position Paper,0.8445,Theoretical Contribution,1.0,rule
1ed4eeb4067d85edd1fe3c778359686b15382e55,The hidden cost of backward compatibility: when deprecation turns into technical debt - an experience report.,2020,TechDebt@ICSE,Unknown,0.0,Empirical Study,0.5122,Empirical Study,0.5122,zero-shot
f9a157f411b9c3629444d9af1d013ffb8c41a3c5,An empirical study on self-fixed technical debt.,2020,TechDebt@ICSE,Empirical Study,1.0,Empirical Study,0.9417,Empirical Study,1.0,rule
b6d7881ed9fb0486d1ef7009ca2058babe3227c3,Experiences with technical debt and management strategies in production systems engineering.,2020,TechDebt@ICSE,Survey,1.0,Experience Report,0.4464,Survey,1.0,rule
b415aa07733973008c9175d0c92dea19778b5b09,Who (Self) Admits Technical Debt?,2020,ICSME,Unknown,0.0,Empirical Study,0.8448,Empirical Study,0.8448,zero-shot
e3d0299ed3ed7dafec951226e116c5a19e01cd00,Interest of Defect Technical Debt: An Exploratory Study on Apache Projects.,2020,ICSME,Case Study,0.667,Empirical Study,0.6019,Case Study,0.667,rule
4f09c97321628688c7f3cbaa76ef132656a4b830,Detecting and Explaining Self-Admitted Technical Debts with Attention-based Neural Networks.,2020,ASE,Tool Paper,0.5,Empirical Study,0.4234,Tool Paper,0.5,rule
5811730096701f5e9815f0b3b4d17e81a42774c3,Metamodel deprecation to manage technical debt in model co-evolution.,2020,MoDELS,Tool Paper,1.0,Position Paper,0.4082,Tool Paper,1.0,rule
aa6274e4fdb5bd4d653976203fd1a20b36d33104,Beyond the Code: Mining Self-Admitted Technical Debt in Issue Tracker Systems.,2020,MSR,Position Paper,1.0,Empirical Study,0.5028,Position Paper,1.0,rule
797cb48e275049f5f0be34a02388bf71d4e371e1,Actions and impediments for technical debt prevention: results from a global family of industrial surveys.,2020,SAC,Survey,1.0,Empirical Study,0.4703,Survey,1.0,rule
828a847dc44f08bbf2fe2688dcf4633f151ee022,Automated Identification of On-hold Self-admitted Technical Debt.,2020,SCAM,Tool Paper,1.0,Empirical Study,0.5412,Tool Paper,1.0,rule
53f2348902e3bfdbcc118ed20824684cc25f156a,Automatically Learning Patterns for Self-Admitted Technical Debt Removal.,2020,SANER,Tool Paper,1.0,Empirical Study,0.3972,Tool Paper,1.0,rule
59fe9c5443d0ed636d63caa4b960dedf7049a282,Identification of Self-Admitted Technical Debt Using Enhanced Feature Selection Based on Word Embedding.,2019,IEEE Access,Unknown,0.0,Empirical Study,0.5216,Empirical Study,0.5216,zero-shot
b637463b4876dff0595741f8b0f465261dafd26f,A Taste of the Software Industry Perception of Technical Debt and its Management in Brazil.,2019,J. Softw. Eng. Res. Dev.,Tool Paper,1.0,Empirical Study,0.5016,Tool Paper,1.0,rule
fd46e3ce0426ec46e678072b4a5842e9961f0d3d,Integrating Technical Debt Management and Software Quality Management Processes: A Normative Framework and Field Tests.,2019,IEEE Trans. Software Eng.,Unknown,0.0,Empirical Study,0.4615,Empirical Study,0.4615,zero-shot
652b5f7fe649214a7ca58d8de4fb1b27c21a3670,Automating Change-Level Self-Admitted Technical Debt Determination.,2019,IEEE Trans. Software Eng.,Tool Paper,0.333,Empirical Study,0.4763,Tool Paper,0.333,rule
8a71b9905d7b261d54f3d7b6e87d2be009a55d8d,Managing Security in Software: Or: How I Learned to Stop Worrying and Manage the Security Technical Debt.,2019,ARES,Unknown,0.0,Theoretical Contribution,0.2455,Theoretical Contribution,0.2455,zero-shot
e1128d0d34e9a218cd99873c872bec7bd0c2ad07,Automatic Classifying Self-Admitted Technical Debt Using N-Gram IDF.,2019,APSEC,Tool Paper,0.5,Empirical Study,0.5984,Tool Paper,0.5,rule
675d886b645eb1d72c5fc9601182e766c8f5ae0c,Security Risk Assessment and Management as Technical Debt.,2019,Cyber Security,Unknown,0.0,Theoretical Contribution,0.4848,Theoretical Contribution,0.4848,zero-shot
cebc1f499168b96f81b8bd7b7cfe4faa232ad826,Monitoring Technical Debt in an Industrial Setting.,2019,EASE,Experience Report,1.0,Empirical Study,0.7679,Experience Report,1.0,rule
1a905710d6a2d8ba8cee341e7435d951cfd31c31,Architecting for scale: the case for systematic software reuse in managing technical debt in start-ups.,2019,ECSA,Unknown,0.0,Position Paper,0.501,Position Paper,0.501,zero-shot
5a14c8fdba4fbfb6d7a5a10c754951d962e936c5,Usability Technical Debt in Software Projects: A Multi-Case Study.,2019,ESEM,Case Study,1.0,Empirical Study,0.8647,Case Study,1.0,rule
1cfb0c1c9f659261456daabf17cbe1cfd878f0a5,An Empirical Study on Technical Debt in a Finnish SME.,2019,ESEM,Unknown,0.0,Experience Report,0.5246,Experience Report,0.5246,zero-shot
44b4dc7168e8f6740fcb68e58fea24f33af60535,SARIF-enabled tooling to encourage gradual technical debt reduction.,2019,TechDebt@ICSE,Unknown,0.0,Tool Paper,0.5678,Tool Paper,0.5678,zero-shot
b9ece7bdd4e8ba62d7ae3c624d3e62cab9097fcb,Investigating on the impact of software clones on technical debt.,2019,TechDebt@ICSE,Unknown,0.0,Empirical Study,0.9812,Empirical Study,0.9812,zero-shot
b6ac5dc87b67a5698f6e0236115736a2d0e67d5e,Temporal discounting in technical debt: how do software practitioners discount the future?,2019,TechDebt@ICSE,Survey,1.0,Empirical Study,0.9219,Survey,1.0,rule
5a2c31313631e2a863d8541e858a874f308593a3,Technical debt triage in backlog management.,2019,TechDebt@ICSE,Unknown,0.0,Empirical Study,0.6548,Empirical Study,0.6548,zero-shot
acab5f530b26ad9df37e405b2c6040b7496358cc,Balancing resources and load: eleven nontechnical phenomena that contribute to formation or persistence of technical debt.,2019,TechDebt@ICSE,Unknown,0.0,Empirical Study,0.4572,Empirical Study,0.4572,zero-shot
f857690565734bfa461a5017b1dbae56b621c768,TDMentions: a dataset of technical debt mentions in online posts.,2019,TechDebt@ICSE,Unknown,0.0,Empirical Study,0.8757,Empirical Study,0.8757,zero-shot
0457f2f501efe0b17a8a539c18b8536922c7f3fd,How (not) to remove technical debt in testing environments: six good way to fail.,2019,TechDebt@ICSE,Unknown,0.0,Position Paper,0.3445,Position Paper,0.3445,zero-shot
ad67680fb41894489584a6e9069c021e75ff8d2f,Teamscale: tackle technical debt and control the quality of your software.,2019,TechDebt@ICSE,Unknown,0.0,Tool Paper,0.5814,Tool Paper,0.5814,zero-shot
d78f8e9134adb5f4fede6eb281801322e77b648d,Leveraging secdevops to tackle the technical debt associated with cybersecurity attack tactics.,2019,TechDebt@ICSE,Unknown,0.0,Empirical Study,0.3542,Empirical Study,0.3542,zero-shot
bdc85448cece529deaf264bd1089f817f25b770b,"TETRA, as a set of techniques and tools for calculating technical debt principal and interest.",2019,TechDebt@ICSE,Unknown,0.0,Empirical Study,0.3127,Empirical Study,0.3127,zero-shot
1b1b3865715f48e78b606ec76ff35d52677b9768,A proposed model-driven approach to manage architectural technical debt life cycle.,2019,TechDebt@ICSE,Unknown,0.0,Tool Paper,0.325,Tool Paper,0.325,zero-shot
539561f4f57654c8ec38dbf3a93bb9b6a762feeb,Supporting analysis of technical debt causes and effects with cross-company probabilistic cause-effect diagrams.,2019,TechDebt@ICSE,Case Study,1.0,Empirical Study,0.7035,Case Study,1.0,rule
19b45f2c90665b7427e57a968d25c3dd78aa208d,On the diffuseness of code technical debt in Java projects of the apache ecosystem.,2019,TechDebt@ICSE,Case Study,1.0,Empirical Study,0.3837,Case Study,1.0,rule
1140f6f3138eca147fb539ecc0c342c3d2bb9399,How deep is the mud: fathoming architecture technical debt using designite.,2019,TechDebt@ICSE,Tool Paper,0.667,Tool Paper,0.5255,Tool Paper,0.667,rule
c9032076fab426a060c2d1f2374eb36363d0ba98,Architectural technical debt in microservices: a case study in a large company.,2019,TechDebt@ICSE,Case Study,1.0,Empirical Study,0.5106,Case Study,1.0,rule
034408a3b7cb73f4d2c85be910bd81adf9fbbd12,Business-Driven Technical Debt Prioritization.,2019,ICSME,Case Study,1.0,Empirical Study,0.7087,Case Study,1.0,rule
55d5bcf2ad112d963f7ee86d96ed5ad7872a9236,Tracy: A Business-Driven Technical Debt Prioritization Framework.,2019,ICSME,Unknown,0.0,Theoretical Contribution,0.5157,Theoretical Contribution,0.5157,zero-shot
86307d2d7fb734deaa6660ed22d155385ce7fb58,Self-Admitted Technical Debt Removal and Refactoring Actions: Co-Occurrence or More?,2019,ICSME,Tool Paper,1.0,Empirical Study,0.9068,Tool Paper,1.0,rule
b226e63e7153c810e707d4d11001ec9d101f5ab5,Identifying and Estimating Technical Debt for Service Composition in SaaS Cloud.,2019,ICWS,Tool Paper,0.667,Empirical Study,0.5031,Tool Paper,0.667,rule
ed09faf4f18bd5f1d5c3b2717dece83ccd9c79a7,Security Related Technical Debt in the Cyber-Physical Production Systems Engineering Process.,2019,IECON,Unknown,0.0,Position Paper,0.5609,Position Paper,0.5609,zero-shot
8d74ff684759e740ce296279c0f559ed8d64a248,JCaliper: search-based technical debt management.,2019,SAC,Unknown,0.0,Empirical Study,0.455,Empirical Study,0.455,zero-shot
0d0e11c2b2bf183bd1b2b9c72aaeffb581a6f435,"Familiarity, Causes and Reactions of Software Practitioners to the Presence of Technical Debt: A Replicated Study in the Chilean Software Industry.",2019,SCCC,Unknown,0.0,Survey,0.5133,Survey,0.5133,zero-shot
39553b85d0bc100754bd9c6463e2935f35f17d6d,Towards surgically-precise technical debt estimation: early results and research roadmap.,2019,MaLTeSQuE@ESEC/SIGSOFT FSE,Unknown,0.0,Position Paper,0.504,Position Paper,0.504,zero-shot
9677dd082fbb94d5f991f2ae45523931342c909d,Value-based technical debt management: an exploratory case study in start-ups and scale-ups.,2019,IWSiB@ESEC/SIGSOFT FSE,Case Study,1.0,Empirical Study,0.3322,Case Study,1.0,rule
0a8714ab894977f6ab09c924b44a3e4c51d72ef9,Is Self-Admitted Technical Debt a Good Indicator of Architectural Divergences?,2019,SANER,Unknown,0.0,Empirical Study,0.8,Empirical Study,0.8,zero-shot
1aa904e834bb0d0bfa5fdc867179026b1ed39572,"A tertiary study on technical debt: Types, management strategies, research trends, and base information for practitioners.",2018,Inf. Softw. Technol.,Survey,1.0,Theoretical Contribution,0.638,Survey,1.0,rule
4d1f2c9b70891a4d43f2a86644df29e2b8e78a58,Technical debt and agile software development practices and processes: An industry practitioner survey.,2018,Inf. Softw. Technol.,Survey,1.0,Survey,0.4751,Survey,1.0,rule
ab5739f669f7e85a6ef0a74aee5d16d5237dcf50,Technical Debt tracking: Current state of practice: A survey and multiple case study in 15 large organizations.,2018,Sci. Comput. Program.,Case Study,0.667,Empirical Study,0.8473,Case Study,0.667,rule
288d788247b7aa39a31af01c8f5e2c0d6a5034dd,The most common causes and effects of technical debt: first results from a global family of industrial surveys.,2018,ESEM,Survey,1.0,Empirical Study,0.6092,Survey,1.0,rule
1a7ae1850110d5aba7e5d4b2db953da00a074f98,Prioritizing technical debt in database normalization using portfolio theory and data quality metrics.,2018,TechDebt@ICSE,Tool Paper,0.667,Empirical Study,0.4201,Tool Paper,0.667,rule
78269a8a8bb076fde490bb3d957675f77bd2f7dc,Exploration of technical debt in start-ups.,2018,ICSE,Unknown,0.0,Empirical Study,0.8084,Empirical Study,0.8084,zero-shot
1edfcaff615857bd1de92ded38f80cc4a08147a0,SATD detector: a text-mining-based self-admitted technical debt detection tool.,2018,ICSE,Tool Paper,1.0,Tool Paper,0.6273,Tool Paper,1.0,rule
0d28d5b171f4c969f054a1a6ade29ad26e57f09e,Aligning Technical Debt Prioritization with Business Objectives: A Multiple-Case Study.,2018,ICSME,Case Study,1.0,Empirical Study,0.3079,Case Study,1.0,rule
4d7536f25b408c2d5a640cf32debe152d71181bd,"Embracing Technical Debt, from a Startup Company Perspective.",2018,ICSME,Unknown,0.0,Empirical Study,0.5502,Empirical Study,0.5502,zero-shot
1055a0d184421f360aad53e22c46dcdb7510bba2,Was self-admitted technical debt removal a real removal?: an in-depth perspective.,2018,MSR,Unknown,0.0,Empirical Study,0.9653,Empirical Study,0.9653,zero-shot
5b3c62de27f4d3473909bf6c00880c542556985e,Analyzing the concept of technical debt in the context of agile software development: A systematic literature review.,2017,Inf. Softw. Technol.,Systematic Literature Review,1.0,Empirical Study,0.4388,Systematic Literature Review,1.0,rule
b76fe85f45938b07306de57b9994b5063eee2d2a,The Pricey Bill of Technical Debt: When and by Whom will it be Paid?,2017,ICSME,Unknown,0.0,Empirical Study,0.5507,Empirical Study,0.5507,zero-shot
2caa43146be36ce917c15cef2f5efbcb66782a16,The Introduction of Technical Debt Tracking in Large Companies.,2016,APSEC,Survey,1.0,Empirical Study,0.7852,Survey,1.0,rule
d25a65c2d0d1e382ed510d45ce7afa42289d71a0,"Technical debt: past, present, and future (panel).",2013,ICSE,Experience Report,1.0,Experience Report,0.7788,Experience Report,1.0,rule
f754db80f0e465cfcad4077c5703ff1cdfd8e902,Managing technical debt in software-reliant systems.,2010,FoSER,Position Paper,1.0,Position Paper,0.5955,Position Paper,1.0,rule
9675ce96d531626c30c7149c9d61062d1e46b744,Accumulation and Prioritization of Architectural Debt in Three Companies Migrating to Microservices.,2022,IEEE Access,Case Study,1.0,Empirical Study,0.4685,Case Study,1.0,rule
1c154c5007a367cc5ff62994e34e03f8984b000c,Detecting the Locations and Predicting the Maintenance Costs of Compound Architectural Debts.,2022,IEEE Trans. Software Eng.,Unknown,0.0,Empirical Study,0.4666,Empirical Study,0.4666,zero-shot
11f87a24db3d7c12f6ba6ad98e9206780843c898,Evaluating the Architectural Debt of IoT Projects.,2021,SERP4IoT,Tool Paper,1.0,Empirical Study,0.8224,Tool Paper,1.0,rule
c0894faad40dc177856c2bff251e59d6614a5748,"Invisible Risks, Visible Code: A Vision for Understanding Ethical Debt in AI-Based Coding.",2025,ESEM,Position Paper,1.0,Theoretical Contribution,0.4982,Position Paper,1.0,rule
186ea92bb6ff7596eb661992e0ba5170202151f0,Using Version Control and Issue Tickets to detect Code Debt and Economical Cost.,2021,ASE,Tool Paper,1.0,Tool Paper,0.3789,Tool Paper,1.0,rule
7d5dd1ba8c209059475c713d1885f5780b8418e8,The developer&apos;s dilemma: factors affecting the decision to repay code debt.,2018,TechDebt@ICSE,Empirical Study,1.0,Empirical Study,0.6052,Empirical Study,1.0,rule
aed004d72ea1d3829e63a64c5a08f126fa3e6165,Finding and Fixing Design Debt.,2021,EICS,Unknown,0.0,Empirical Study,0.576,Empirical Study,0.576,zero-shot
01c5f4c52af3265659902ac8139c45e2499eaa94,Explainable AI for Identifying and Managing Test Debt in Automated Testing.,2025,ESEM,Tool Paper,1.0,Position Paper,0.3182,Tool Paper,1.0,rule
094f164e42defb602bca5175a8fc7c0f50232403,Bug Localisation in Model-Based Testing using Model-Centric Shrinking.,2024,DEBT@ISSTA,Unknown,0.0,Position Paper,0.5054,Position Paper,0.5054,zero-shot
d2537104f2ad0a3724d7c835e006cdda7104160f,A Direct Test of Agency Theories of Debt: Evidence from Residential Mortgage-Backed Securities.,2019,Manag. Sci.,Tool Paper,1.0,Empirical Study,0.8612,Tool Paper,1.0,rule
35c7d2fe7b7af967a59f2f3f0589fec824137964,Towards identifying and minimizing customer-facing documentation debt.,2023,TechDebt@ICSE,Tool Paper,1.0,Empirical Study,0.4761,Tool Paper,1.0,rule
7f9692bf8a432a1bb1b7784822faa9c97bba8bee,SatDepth: A Novel Dataset for Satellite Image Matching.,2026,IEEE J. Sel. Top. Appl. Earth Obs. Remote. Sens.,Tool Paper,1.0,Tool Paper,0.3151,Tool Paper,1.0,rule
4c1d83df7ca700c82c67faed0da89b0bf58ea42a,SatDiff: A Stable Diffusion Framework for Inpainting Very High-Resolution Satellite Imagery.,2025,IEEE Access,Tool Paper,1.0,Tool Paper,0.7692,Tool Paper,1.0,rule
9d8846f15e4a193e1b702da910b2abcd55c51777,How Far Have LLMs Come Toward Automated SATD Taxonomy Construction?,2025,APSEC,Unknown,0.0,Empirical Study,0.7395,Empirical Study,0.7395,zero-shot
b1373f381cb65f7c65063ccd1a7d5a8acab9dbd0,Optimal Adaptive Quantization Using λ-Domain and SATD-Based Rate Model.,2025,DCC,Tool Paper,1.0,Tool Paper,0.6167,Tool Paper,1.0,rule
ae44aa57f0c41a505c4f884f5d2626697933a87d,Leveraging Multi-Task Learning to Improve the Detection of SATD and Vulnerability.,2025,ICPC,Unknown,0.0,Empirical Study,0.5023,Empirical Study,0.5023,zero-shot
0b9c9086035cb9d608300e7199155b7e356bdce5,SatDetX-YOLO: A More Accurate Method for Vehicle Target Detection in Satellite Remote Sensing Imagery.,2024,IEEE Access,Unknown,0.0,Tool Paper,0.3174,Tool Paper,0.3174,zero-shot
05dcd45ee927f862a81c326828e280d9fa6f7b99,shinyDeepDR: A user-friendly R Shiny app for predicting anti-cancer drug response using deep learning.,2024,Patterns,Tool Paper,1.0,Tool Paper,0.4441,Tool Paper,1.0,rule
c679c9f0b91563265a9fdc6bf6d09b5b416916cd,SATDark: A Satellite Video Low-Light Tracking Benchmark for Dark and Weak Vehicles.,2024,IEEE Trans. Geosci. Remote. Sens.,Unknown,0.0,Tool Paper,0.4318,Tool Paper,0.4318,zero-shot
7536a8d2b164ada59c8494d1e874a51e326d8a57,Towards Realistic SATD Identification through Machine Learning Models: Ongoing Research and Preliminary Results.,2024,SIGSOFT FSE Companion,Unknown,0.0,Empirical Study,0.5231,Empirical Study,0.5231,zero-shot
413f2bc634d54baec015563b60b049d10477fe76,"PENTACET data - 23 Million Contextual Code Comments and 250,000 SATD comments.",2023,MSR,Unknown,0.0,Empirical Study,0.6028,Empirical Study,0.6028,zero-shot
48be6bc8bed00954c34e4468b35fc95a62ebad41,A spatial attentive and temporal dilated (SATD) GCN for skeleton-based action recognition.,2022,CAAI Trans. Intell. Technol.,Unknown,0.0,Tool Paper,0.2765,Tool Paper,0.2765,zero-shot
bc1d401924bdfd22d2cf044fb3e6dd04f15fc27a,High-Level Synthesis Implementation of Transform-Exempted SATD Architectures for Low-Power Video Coding.,2021,ISCAS,Unknown,0.0,Tool Paper,0.5407,Tool Paper,0.5407,zero-shot
df2c02b0159882f91bbe372fe0d85e0e83dd86a3,SAD or SATD? How the Distortion Metric Impacts a Fractional Motion Estimation VLSI Architecture.,2021,MMSP,Unknown,0.0,Empirical Study,0.4463,Empirical Study,0.4463,zero-shot
ddc6f6db9bba37b5dd64bc49c7f886b1feaf65cf,Approximate SATD Hardware Accelerator Using the 8 × 8 Hadamard Transform.,2020,LASCAS,Unknown,0.0,Tool Paper,0.5002,Tool Paper,0.5002,zero-shot
6bb64dc663995dffd4ff03a39ac077c5f458b251,Relative SATD-based Minimum Risk Bayesian Framework for Fast Intra Decision of HEVC.,2019,KSII Trans. Internet Inf. Syst.,Unknown,0.0,Theoretical Contribution,0.4307,Theoretical Contribution,0.4307,zero-shot
474e1996a2051baa7340476cd1322481f50254df,Energy-Efficient Hadamard-Based SATD Hardware Architectures Through Calculation Reuse.,2019,IEEE Trans. Circuits Syst. I Regul. Pap.,Unknown,0.0,Tool Paper,0.6906,Tool Paper,0.6906,zero-shot
