title,year,venue,doi,url,abstract,paper_id,predicted_type,confidence,unknown_reason,matched_rules
An Exploratory Study on the Occurrence of Self-Admitted Technical Debt in Android Apps.,2023,TechDebt@ICSE,10.1109/TECHDEBT59074.2023.00007,https://dblp.org/rec/conf/techdebt/WilderMWKP23,"Technical debt describes situations where developers write less-than-optimal code to meet project milestones. However, this debt accumulation often results in future developer effort to live with or fix these quality issues. To better manage this debt, developers may document their sub-optimal code as comments in the code (i.e., self-admitted technical debt or SATD). While prior research has investigated the occurrence and characteristics of SATD, this research has primarily focused on non-mobile systems. With millions of mobile applications (apps) in multiple genres available for end-users, there is a lack of research on sub-optimal code developers intentionally implement in mobile apps.In this study, we examine the occurrence and characteristics of SATD in 15,614 open-source Android apps. Our findings show that even though such apps contain occurrences of SATD, the volume per app (a median of 4) is lower than in non-mobile systems, with most debt categorized as Code Debt. Additionally, we identify typical elements in an app that are prone to intentional sub-optimal implementations. We envision our findings supporting researchers and tool vendors with building tools and techniques to support app developers with app maintenance.",20148c4f1893b72b6b247f315d93551dd96047da,Empirical Study,1.0,,\bexploratory study\b
Technical Debt Diffuseness in the Apache Ecosystem: A Differentiated Replication.,2023,SANER,10.1109/SANER56733.2023.00095,https://dblp.org/rec/conf/wcre/dAragonaPBTL23,"Technical debt management is a critical activity that is gaining the attention of both practitioners and researchers. Several tools providing automatic support for technical debt management have been introduced over the last years. SonarQube is one of the most widely applied tools to automatically measure technical debt in software systems. SonarQube has been adopted to quantify the diffuseness of technical debt in projects of the Apache Software Foundation ecosystem. Lenarduzzi et al. [1] found that the vast majority of technical debt issues in the code are code smells and that, surprisingly, developers tend to take more time to remove severe issues than the less-severe ones. While this study provides very interesting insights both for researchers and practitioners interested in technical debt management, we identified some major limitations that could have led to results that do not perfectly reflect reality. This study aims to address such limitations by presenting a differentiated replication study. Our findings have pointed out significant differences with the reference work. The results show that technical debt issues appear much more rarely than what the reference work reported.In this study, we implemented a new methodology to calculate the diffuseness of SonarQube issues at project and commit level, based on the reconstruction of the SonarQube quality profile in order to understand how the quality profile has evolved and to compare the number of active rules per category and severity level with the respective number of issues found. The results show that over 50% of rules active in the quality profile, are Code Smell rules and that over 90% of the issues belong to Code Smell category. Furthermore, analyzing the life span of the issues, we found that developers take into account the level of severity of the issues only for the Bug category, thus fixing the issues starting from the most severe, which is not the case for the other categories.",901df1c03de2d9f3e4d2690b3a1ed84cca9c2169,Unknown,0.0,no_match,
Do we need to pay technical debt in blockchain software systems?,2022,Connect. Sci.,10.1080/09540091.2022.2067125,https://dblp.org/rec/journals/connection/QuBCLDYW22,"For blockchain software systems, framework developers may introduce technical debts that application developers are not aware of. Because these technical debts can have a negative impact on software projects, we need to investigate the issue of technical debt in blockchain software systems. We wanted to investigate what types of self-introduced technical debt exist in open-source blockchain software systems, and how these technical debts are distributed. We have selected six most popular blockchain software projects from GitHub. Then the code comments from these software projects were extracted and manually labelled. Finally, the code comments were statistically analysed. We propose a new type of technical debt, resource debt, which is explicitly identified by the framework developers and requires special attention in subsequent production systems. Six types of technical debt are prevalent and there is not any algorithm debt. In addition, we find that the code comments containing technical debt are not entirely determined by task tags. SATD is prevalent in blockchain projects. There is more significant variability between different application software projects for different technical debts. The results of the study imply that for detecting SATD, deep semantic discovery models should be used, such as pre-trained models.",d1740a70b360c94cc37314f808feb29c8d2dd432,Unknown,0.0,no_match,
Technical debt as an indicator of software security risk: a machine learning approach for software development enterprises.,2022,Enterp. Inf. Syst.,10.1080/17517575.2020.1824017,https://dblp.org/rec/journals/eis/SiavvasTJKT22,"ABSTRACT Vulnerability prediction facilitates the development of secure software, as it enables the identification and mitigation of security risks early enough in the software development lifecycle. Although several factors have been studied for their ability to indicate software security risk, very limited attention has been given to technical debt (TD), despite its potential relevance to software security. To this end, in the present study, we investigate the ability of common TD indicators to indicate security risks in software products, both at project-level and at class-level of granularity. Our findings suggest that TD indicators may potentially act as security indicators as well.",2069caba585ae5f60bf41e6c9c76c2c3590621c9,Unknown,0.0,no_match,
The use of incentives to promote technical debt management.,2022,Inf. Softw. Technol.,10.1016/J.INFSOF.2021.106740,https://dblp.org/rec/journals/infsof/BeskerMB22,"When developing software, it is vitally important to keep the level of technical debt down since it is well established from several studies that technical debt can, e.g., lower the development productivity, decrease the developers' morale, and compromise the overall quality of the software. However, even if researchers and practitioners working in today's software development industry are quite familiar with the concept of technical debt and its related negative consequences, there has been no empirical research focusing specifically on how software managers actively communicate and manage the need to keep the level of technical debt as low as possible.",0ea5ef082c9b8df726fc07dc2c3a41334f9ca99c,Unknown,0.0,no_match,
An empirical study on self-admitted technical debt in modern code review.,2022,Inf. Softw. Technol.,10.1016/J.INFSOF.2022.106855,https://dblp.org/rec/journals/infsof/KashiwaNKKSSU22,"Technical debt is a sub-optimal state of development in projects. In particular, the type of technical debt incurred by developers themselves (e.g., comments that mean the implementation is imperfect and should be replaced with another implementation) is called self-admitted technical debt (SATD). In theory, technical debt should not be left for a long period because it accumulates more cost over time, making it more diﬃcult to process. Accordingly, developers have traditionally conducted code reviews to ﬁnd technical debt. In fact, we observe that many SATD comments are often introduced during modern code reviews (MCR) that are light-weight reviews with web applications. However, it is uncertain about the nature of SATD comments that are introduced in the review process: impact, frequency, characteristics, and triggers. Herein, this study empirically examines the relationship between SATD and MCR. Our case study of 156,372 review records from the Qt and OpenStack systems shows that (i) review records involving SATD are about 6–7% less likely to be accepted by reviews than those without SATD; (ii) review records involving SATD tend to require two to three more revisions compared with those without SATD; (iii) 28–48% of SATD comments are introduced during code reviews; (iv) SATD during reviews works for communicating between authors and reviewers; and (v) 20% of the SATD comments are introduced due to reviewers’ requests.",a70943612074530cd56d4b178c388a4afb9e3e30,Case Study,0.5,,\bcase study\b
Does it matter who pays back Technical Debt? An empirical study of self-fixed TD.,2022,Inf. Softw. Technol.,10.1016/J.INFSOF.2021.106738,https://dblp.org/rec/journals/infsof/TanFA22,"Context: Technical Debt (TD) can be paid back either by those that incurred it or by others. We call the former self-fixed TD, and it can be particularly effective, as developers are experts in their own code and are well-suited to fix the corresponding TD issues. Objective: The goal of our study is to investigate self-fixed technical debt, especially the extent in which TD is self-fixed, which types of TD are more likely to be self-fixed, whether the remediation time of self-fixed TD is shorter than non-self-fixed TD and how development behaviors are related to self-fixed TD. Method: We report on an empirical study that analyzes the self-fixed issues of five types of TD (i.e., Code, Defect, Design, Documentation and Test), captured via static analysis, in more than 44,000 commits obtained from 20 Python and 16 Java projects of the Apache Software Foundation. Results: The results show that about half of the fixed issues are self-fixed and that the likelihood of contained TD issues being self-fixed is negatively correlated with project size, the number of developers and total issues. Moreover, there is no significant difference of the survival time between self-fixed and non-self-fixed issues. Furthermore, developers are more keen to pay back their own TD when it is related to lower code level issues, e.g., Defect Debt and Code Debt. Finally, developers who are more dedicated to or knowledgeable about the project contribute to a higher chance of self-fixing TD. Conclusions: These results can benefit both researchers and practitioners by aiding the prioritization of TD remediation activities and refining strategies within development teams, and by informing the development of TD management tools.",e9a4177ebdb45bda9af6b39be6e1ce9fb9de3f81,Empirical Study,1.0,,\bempirical study\b
Empirical evaluation of an architectural technical debt index in the context of the Apache and ONAP ecosystems.,2022,PeerJ Comput. Sci.,10.7717/PEERJ-CS.833,https://dblp.org/rec/journals/peerj-cs/VerdecchiaMLO22,"Background Architectural Technical Debt (ATD) in a software-intensive system denotes architectural design choices which, while being suitable or even optimal when adopted, lower the maintainability and evolvability of the system in the long term, hindering future development activities. Despite the growing research interest in ATD, how to gain an informative and encompassing viewpoint of the ATD present in a software-intensive system is still an open problem. Objective In this study, we evaluate ATDx, a data-driven approach providing an overview of the ATD present in a software-intensive system. The approach, based on the analysis of a software portfolio, calculates severity levels of architectural rule violations via a clustering algorithm, and aggregates results into different ATD dimensions. Method To evaluate ATDx, we implement an instance of the approach based on SonarQube, and run the analysis on the Apache and ONAP ecosystems. The analysis results are then shared with the portfolio contributors, who are invited to participate in an online survey designed to evaluate the representativeness and actionability of the approach. Results The survey results confirm the representativeness of the ATDx, in terms of both the ATDx analysis results and the used architectural technical debt dimensions. Results also showed the actionability of the approach, although to a lower extent when compared to the ATDx representativeness, with usage scenarios including refactoring, code review, communication, and ATD evolution analysis. Conclusions With ATDx, we strive for the establishment of a sound, comprehensive, and intuitive architectural view of the ATD identifiable via source code analysis. The collected results are promising, and display both the representativeness and actionability of the approach. As future work, we plan to consolidate the approach via further empirical experimentation, by considering other development contexts (e.g., proprietary portfolios and other source code analysis tools), and enhancing the ATDx report capabilities.",95386da256a5fad0dbbba228be6feb32ae5f7a6a,Tool Paper,0.667,,"\bwe (?:propose|present|introduce|develop|design|build|implement)\b.{0,45}\b(?:approach|method|methodolog|technique|framework|model|classifier|tool|system|dataset|data set|index|metric|pipeline|algorithm|plug[- ]?in|prototype)\b; \b(?:technical debt|td|architectural\s+\w+) index\b"
SATDBailiff-mining and tracking self-admitted technical debt.,2022,Sci. Comput. Program.,10.1016/J.SCICO.2021.102693,https://dblp.org/rec/journals/scp/AlOmarCBAONM22,"Self-Admitted Technical Debt (SATD) is a metaphorical concept to describe the self-documented addition of technical debt to a software project in the form of source code comments. SATD can linger in projects and degrade source-code quality, but it can also be more visible than unintentionally added or undocumented technical debt. Understanding the implications of adding SATD to a software project is important because developers can benefit from a better understanding of the quality trade-offs they are making. However, empirical studies, analyzing the survivability and removal of SATD comments, are challenged by potential code changes or SATD comment updates that may interfere with properly tracking their appearance, existence, and removal. In this paper, we propose SATDBailiff, a tool that uses an existing state-of-the-art SATD detection tool, to identify SATD in method comments, then properly track their lifespan. SATDBailiff is given as input links to open source projects, and its output is a list of all identified SATDs, and for each detected SATD, SATDBailiff reports all its associated changes, including any updates to its text, all the way to reporting its removal. The goal of SATDBailiff is to aid researchers and practitioners in better tracking SATDs instances and providing them with a reliable tool that can be easily extended. SATDBailiff was validated using a dataset of previously detected and manually validated SATD instances. 
SATDBailiff is publicly available as an open-source, along with the manual analysis of SATD instances associated with its validation, on the project website",3405d983891ba2b060a2962cd66dcef37c25a093,Tool Paper,1.0,,"\b(?:a |the |our )?tool (?:for|to|that|which|supports?|called)\b; \b(?:detection|analysis|visuali[sz]ation|monitoring|recommendation) tool\b; \bwe (?:propose|present|introduce|develop|design|build|implement)\b.{0,45}\b(?:approach|method|methodolog|technique|framework|model|classifier|tool|system|dataset|data set|index|metric|pipeline|algorithm|plug[- ]?in|prototype)\b"
Multiclass Classification for Self-Admitted Technical Debt Based on XGBoost.,2022,IEEE Trans. Reliab.,10.1109/TR.2021.3087864,https://dblp.org/rec/journals/tr/ChenYFWC22,"In software development, due to the demands from users or the limitations of time and resources, developers tend to adopt suboptimal solutions to achieve quick software development. In such a way, the released software usually involves not-quite-right code that is called technical debt, which will significantly decrease the quality of software and increase the maintenance cost. Recently, the concept of self-admitted technical debt (SATD) is proposed and refers to technical debt that is self-admitted by developers in code comments. Existing studies mainly focus on detecting technical debt by classifying code comments into either “SATD” or “non-SATD.” However, different types of SATD has different impacts on software maintenance and needs to be handled by different developers. Therefore, the detected SATD should be further classified so that developers can understand and remove technical debt better. In this article, we propose a new method based on eXtreme Gradient Boosting (XGBoost) to classify SATD into multiple classes. In our approach, we first preprocess the original code comments and adopt the easy data augmentation strategy to overcome the class unbalance problem. Then, chi-square is leveraged to select representative features from the textual feature set. Finally, we apply XGBoost to train a classifier and use the trained classifier to partition each comment into the corresponding class. We experimentally investigate the effectiveness of our approach on a public dataset, including 62 566 code comments from 10 open-source projects. Experimental results show that our approach achieves 56.66% in terms of macroaveraged precision, 59.07% in terms of macroaveraged recall, and 55.77% in terms of macroaveraged F-measure on average, and outperforms the natural language processing based method by 4.98%, 5.32%, and 3.17%, respectively. In addition, the experimental results also demonstrate that the data augmentation strategy is effective in improving the effectiveness of our approach.",ad0819ece7a3e5d49f0f25b288a6a69e439cfd9e,Tool Paper,0.667,,"\bwe (?:propose|present|introduce|develop|design|build|implement)\b.{0,45}\b(?:approach|method|methodolog|technique|framework|model|classifier|tool|system|dataset|data set|index|metric|pipeline|algorithm|plug[- ]?in|prototype)\b; \b(?:novel|new|automated|automatic|proposed|a)\s+(?:approach|method|technique|framework|model|classifier|pipeline)\b.{0,45}\b(?:detect|identif|classif|predict|estimat|measur|forecast|recommend|remediat)"
Managing Technical Debt in Database Normalization.,2022,IEEE Trans. Software Eng.,10.1109/TSE.2020.3001339,https://dblp.org/rec/journals/tse/AlbarakBON22,"Database normalization is one of the main principles for designing relational databases, which is the most popular database model, with the objective of improving data and system qualities, such as performance. Refactoring the database for normalization can be costly, if the benefits of the exercise are not justified. Developers often ignore the normalization process due to the time and expertise it requires, introducing technical debt into the system. Technical debt is a metaphor that describes trade-offs between short-term goals and applying optimal design and development practices. We consider database normalization debts are likely to be incurred for tables below the fourth normal form. To manage the debt, we propose a multi-attribute analysis framework that makes a novel use of the Portfolio Theory and the TOPSIS method (Technique for Order of Preference by Similarity to Ideal Solution) to rank the candidate tables for normalization to the fourth normal form. The ranking is based on the tables estimated impact on data quality, performance, maintainability, and cost. The techniques are evaluated using an industrial case study of a database-backed web application for human resource management. The results show that the debt-aware approach can provide an informed justification for the inclusion of critical tables to be normalized, while reducing the effort and cost of normalization.",6375b23a67a11067fd6a3f56bc0fb490c2ef09e6,Case Study,0.667,,\bcase study\b; \bindustrial case study\b
Can Clean New Code Reduce Technical Debt Density?,2022,IEEE Trans. Software Eng.,10.1109/TSE.2020.3032557,https://dblp.org/rec/journals/tse/DigkasCAA22,"While technical debt grows in absolute numbers as software systems evolve over time, the density of technical debt (technical debt divided by lines of code) is reduced in some cases. This can be explained by either the application of refactorings or the development of new artifacts with limited Technical Debt. In this paper we explore the second explanation, by investigating the relation between the amount of Technical Debt in new code and the evolution of Technical Debt in the system. To this end, we compare the Technical Debt Density of new code with existing code, and we investigate which of the three major types of code changes (additions, deletions and modifications) is primarily responsible for changes in the evolution of Technical Debt density. Furthermore, we study whether there is a relation between code quality practices and the ‘cleanness’ of new code. To obtain the required data, we have performed a large-scale case study on twenty-seven open-source software projects by the Apache Software Foundation, analyzing 66,661 classes and 56,890 commits. The results suggest that writing “clean” (or at least “cleaner”) new code can be an efficient strategy for reducing Technical Debt Density, and thus preventing software decay over time. The findings also suggest that projects adopting an explicit policy for quality improvement, e.g., through discussions on code quality in board meetings, are associated with a higher frequency of cleaner new code commits. Therefore, we champion the establishment of processes that monitor the density of Technical Debt of new code to control the accumulation of Technical Debt in a software system.",0c4ce3c4a05ee326f4cbcb128df93baa7ac7dc45,Case Study,1.0,,\bcase study\b
Machine Learning for Technical Debt Identification.,2022,IEEE Trans. Software Eng.,10.1109/TSE.2021.3129355,https://dblp.org/rec/journals/tse/TsoukalasMCKAAA22,"Technical Debt (TD) is a successful metaphor in conveying the consequences of software inefficiencies and their elimination to both technical and non-technical stakeholders, primarily due to its monetary nature. The identification and quantification of TD rely heavily on the use of a small handful of sophisticated tools that check for violations of certain predefined rules, usually through static analysis. Different tools result in divergent TD estimates calling into question the reliability of findings derived by a single tool. To alleviate this issue we use 18 metrics pertaining to source code, repository activity, issue tracking, refactorings, duplication and commenting rates of each class as features for statistical and Machine Learning models, so as to classify them as High-TD or not. As a benchmark we exploit 18,857 classes obtained from 25 Java projects, whose high levels of TD has been confirmed by three leading tools. The findings indicate that it is feasible to identify TD issues with sufficient accuracy and reasonable effort: a subset of superior classifiers achieved an F<inline-formula><tex-math notation=""LaTeX"">$_2$</tex-math><alternatives><mml:math><mml:msub><mml:mrow/><mml:mn>2</mml:mn></mml:msub></mml:math><inline-graphic xlink:href=""tsoukalas-ieq1-3129355.gif""/></alternatives></inline-formula>-measure score of approximately 0.79 with an associated Module Inspection ratio of approximately 0.10. Based on the results a tool prototype for automatically assessing the TD of Java projects has been implemented.",d2f3709702522a1f94db6ea6b7303d509c8216fa,Unknown,0.0,no_match,
Characterizing and Mitigating Self-Admitted Technical Debt in Build Systems.,2022,IEEE Trans. Software Eng.,10.1109/TSE.2021.3115772,https://dblp.org/rec/journals/tse/XiaoWMHKIM22,"Technical Debt is a metaphor used to describe the situation in which long-term software artifact quality is traded for short-term goals in software projects. In recent years, the concept of self-admitted technical debt (SATD) was proposed, which focuses on debt that is intentionally introduced and described by developers. Although prior work has made important observations about admitted technical debt in source code, little is known about SATD in build systems. In this paper, we set out to better understand the characteristics of SATD in build systems. To do so, through a qualitative analysis of 500 SATD comments in the Maven build system of 291 projects, we characterize SATD by location and rationale (reason and purpose). Our results show that limitations in tools and libraries, and complexities of dependency management are the most frequent causes, accounting for 50% and 24% of the comments. We also find that developers often document SATD as issues to be fixed later. As a first step towards the automatic detection of SATD rationale, we train classifiers to detect the two most frequently occurring reasons and the four most frequently occurring purposes of SATD in the content of comments in Maven build systems. The classifier performance is promising, achieving an F1-score of 0.71–0.79. Finally, within 16 identified ‘ready-to-be-addressed’ SATD instances, the three SATD submitted by pull requests and the five SATD submitted by issue reports were resolved after developers were made aware. Our work presents the first step towards understanding technical debt in build systems and opens up avenues for future work, such as tool support to track and manage SATD backlogs.",08be4f093a6d90d9e0281d9ffdb7c38be5644d79,Tool Paper,0.5,,\b(?:a |the |our )?tool (?:for|to|that|which|supports?|called)\b
Identifying Self-Admitted Technical Debts With Jitterbug: A Two-Step Approach.,2022,IEEE Trans. Software Eng.,10.1109/TSE.2020.3031401,https://dblp.org/rec/journals/tse/YuFTM22,"Keeping track of and managing Self-Admitted Technical Debts (SATDs) are important to maintaining a healthy software project. This requires much time and effort from human experts to identify the SATDs manually. The current automated solutions do not have satisfactory precision and recall in identifying SATDs to fully automate the process. To solve the above problems, we propose a two-step framework called Jitterbug for identifying SATDs. Jitterbug first identifies the “easy to find” SATDs automatically with close to 100 percent precision using a novel pattern recognition technique. Subsequently, machine learning techniques are applied to assist human experts in manually identifying the remaining “hard to find” SATDs with reduced human effort. Our simulation studies on ten software projects show that Jitterbug can identify SATDs more efficiently (with less human effort) than the prior state-of-the-art methods.",e9a83451b2869213ac5184916abb2d39e9f33ebb,Tool Paper,1.0,,"\bwe (?:propose|present|introduce|develop|design|build|implement)\b.{0,45}\b(?:approach|method|methodolog|technique|framework|model|classifier|tool|system|dataset|data set|index|metric|pipeline|algorithm|plug[- ]?in|prototype)\b"
Practitioners&apos; Perspective on Practices for Preventing Technical Debt Accumulation in Scientific Software Development.,2022,ENASE,10.5220/0010995000003176,https://dblp.org/rec/conf/enase/Arvanitou0AC22,": Scientific software development refers to a specific branch of software engineering that targets the development of scientific applications. Such applications are usually developed by non-expert software engineers (e.g., natural scientists, biologists, etc.) and pertain to special challenges. One such challenge (stemming from the lack of proper software engineering background) is the low structural quality of the end software—also known as Technical Debt—leading to long debugging and maintenance cycles. To contribute towards understanding the software engineering practices that are used in scientific software development, and investigating whether their application can lead to preventing structural quality decay (also known as Technical Debt pre-vention); in this study, we seek insights from professional scientific software developers, through a question-naire-based empirical setup. The results of our work suggest that several practices (e.g., Reuse and Proper Testing ) can prevent the introduction of Technical Debt in software development projects. On the other hand, other practices seem as either improper for TD prevention (e.g., Parallel / Distributed Programming ), whereas others as non-applicable to the branch of scientific software development (e.g., Refactorings or Use of IDEs ). The results of this study prove useful for the training plan of scientists before joining development teams, as well as for senior scientists that act as project managers in such projects.",75050b17fd75f7962f779b4f7cab4bef4dd6f806,Unknown,0.0,no_match,
Characterizing Technical Debt in Evolving Open-source Software.,2022,ENASE,10.5220/0011073600003176,https://dblp.org/rec/conf/enase/MolnarM22,": Technical debt represents deﬁciencies in software design or implementation often caused by prioritizing feature development over ﬁxing existing issues. Like its ﬁnancial counterpart, technical debt comprises a principal and an interest. Not addressing it in time leads to development crises, where focus and resources must be shifted to address existing issues. Existing software tools allow measuring the level of debt and pinpointing its sources, which can help practitioners control it. In the present paper we aim to investigate the prevalence, characteristics, and evolution of technical debt in several open-source applications. We used SonarQube to study 112 application versions that covered more than 15 years of development for each application. We studied the way debt characteristics and source code distribution evolved over the target applications’ lifecycles. We addressed concerns regarding the accuracy of the analysis and illustrated some of the limitations of existing tools. We observed that a small number of issue types were responsible for most of the debt. We found that each application had its own technical debt particularities. As future work, we aim to expand our selection of analysis tools, leverage open data sets, and extend our investigation to other systems and types of software.",f5378ecf3bb30140eb84383fb33ac5b51055920c,Unknown,0.0,no_match,
Potential Technical Debt and Its Resolution in Code Reviews: An Exploratory Study of the OpenStack and Qt Communities.,2022,ESEM,10.1145/3544902.3546253,https://dblp.org/rec/conf/esem/FuLRLTH22,"Background: Technical Debt (TD) refers to the situation where developers make trade-offs to achieve short-term goals at the expense of long-term code quality, which can have a negative impact on the quality of software systems. In the context of code review, such sub-optimal implementations have chances to be timely resolved during the review process before the code is merged. Therefore, we could consider them as Potential Technical Debt (PTD) since PTD will evolve into TD when it is injected into software systems without being resolved. Aim: To date, little is known about the extent to which PTD is identified in code reviews. Many tools have been provided to detect TD, but these tools lack consensus and a large amount of PTD are undetectable by tools while code review could help verify the quality of code that has been committed by identifying issues, such as PTD. To this end, we conducted an exploratory study in an attempt to understand the nature of PTD in code reviews and track down the resolution of PTD after being identified. Method: We randomly collected 2,030 review comments from the Nova project of OpenStack and the Qt Base project of Qt. We then manually checked these review comments, and obtained 163 PTD-related review comments for further analysis. Results: Our results show that: (1) PTD can be identified in code reviews but is not prevalent. (2) Design, defect, documentation, requirement, test, and code PTD are identified in code reviews, in which code and documentation PTD are the dominant. (3) 81.0% of the PTD identified in code reviews has been resolved by developers, and 78.0% of the resolved TD was resolved by developers within a week. (4) Code refactoring is the main practice used by developers to resolve the PTD identified in code reviews. Conclusions: Our findings indicate that: (1) review-based detection of PTD is seen as one of the trustworthy mechanisms in development, and (2) there is still a significant proportion of PTD (19.0%) remaining unresolved when injected into the software systems. Practitioners and researchers should establish effective strategies to manage and resolve PTD in development.",cb6b3f6632833d19f03d14b2c792b9d82892111d,Empirical Study,1.0,,\bexploratory study\b
An Experience Report on Technical Debt in Pull Requests: Challenges and Lessons Learned.,2022,ESEM,10.1145/3544902.3546637,https://dblp.org/rec/conf/esem/KarmakarCV22,"Background: GitHub is a collaborative platform for global software development, where Pull Requests (PRs) are essential to bridge code changes with version control. However, developers often trade software quality for faster implementation, incurring Technical Debt (TD). When developers undertake reviewers’ roles and evaluate PRs, they can often detect TD instances, leading to either PR rejection or discussions. Aims: We investigated whether Pull Request Comments (PRCs) indicate TD by assessing three large-scale repositories: Spark, Kafka, and React. Method: We combined manual classification with automated detection using machine learning and deep learning models. Results: We classified two datasets and found that 37.7 and 38.7% of PRCs indicate TD, respectively. Our best model achieved F1 = 0.85 when classifying TD during the validation phase. Conclusions: We faced several challenges during this process, which may hint that TD in PRCs is discussed differently from other software artifacts (e.g., code comments, commits, issues, or discussion forums). Thus, we present challenges and lessons learned to assist researchers in pursuing this area of research.",019107b48a19aafa6b1477a258f0ca951e15433e,Experience Report,1.0,,\bexperience report\b; \blessons learned\b
Comprehending the use of intelligent techniques to support technical debt management.,2022,TechDebt@ICSE,10.1145/3524843.3528097,https://dblp.org/rec/conf/icse/AlbuquerqueGTPA22,"Technical Debt (TD) refers to the consequences of taking shortcuts when developing software. Technical Debt Management (TDM) becomes complex since it relies on a decision process based on multiple and heterogeneous data, which are not straightforward to be synthesized. In this context, there is a promising opportunity to use Intelligent Techniques to support TDM activities since these techniques explore data for knowledge discovery, reasoning, learning, or supporting decision-making. Although these techniques can be used for improving TDM activities, there is no empirical study exploring this research area. This study aims to identify and analyze solutions based on Intelligent Techniques employed to sup-port TDM activities. A Systematic Mapping Study was performed, covering publications between 2010 and 2020. From 2276 extracted studies, we selected 111 unique studies. We found a positive trend in applying Intelligent Techniques to support TDM activities, being Machine Learning, Reasoning Under Uncertainty, and Natu-ral Language Processing the most recurrent ones. Identification, measurement, and monitoring were the more recurrent TDM ac-tivities, whereas Design, Code, and Architectural were the most frequently investigated TD types. Although the research area is up-and-coming, it is still in its infancy, and this study provides a baseline for future research.",3a0ebddcc6c482f3d934e403f44b7a5b52155214,Systematic Literature Review,1.0,,\b(?:systematic )?mapping study\b; \bsystematic mapping\b
Investigating the point of view of project management practitioners on technical debt: a preliminary study on stack exchange.,2022,TechDebt@ICSE,10.1145/3524843.3528095,https://dblp.org/rec/conf/icse/GomesSFMMS22,"Context: Technical debt (TD) can bring short-term benefits to software projects, but its presence is also associated with is-sues such as decreasing product quality. Recent literature has proposed indicator-based strategies for TD identification and different approaches for TD management, but most of them focused on the point of view of software developers. Little is still known about how project management practition-ers actually discuss, experience, and manage TD. Goal: This work investigates, from the point of view of project manage-ment practitioners, how they commonly discuss, experience, and manage TD. Method: We mined, curated, and selected a total of 42 TD discussions on Stack Exchange Project Man-agement (SEPM), totaling 583 messages. We analyzed this data set quantitatively and qualitatively. Results: The most commonly discussed types of debt are process and people, revealing 47 indicators for recognizing debt items. We also found 72 practices related to TD management. Conclusion: The perspective considered by project management practitioners to analyze the TD phenomenon is different from the one considered by other roles in the software development process. This work organizes the TD indicators and manage-ment practices identified in SEPM into a Sankey diagram, which may assist practitioners and serve as guidance for future research.",4099d4ca15d197c948946c9a18b25734bf7d1534,Unknown,0.0,no_match,
Sonarlizer xplorer: a tool to mine github projects and identify technical debt items using SonarQube.,2022,TechDebt@ICSE,10.1145/3524843.3528098,https://dblp.org/rec/conf/icse/PinaGS22,"The advancement of artificial intelligence and the imple-mentation of machine learning capabilities in programming languages such as Python, along with cloud services, allow researchers to apply methods to cluster and predict behav-iors and patterns in software engineering data. On the other hand, these methods need a large amount of data in order to work with high accuracy in different contexts. This paper introduces Sonarlizer Xplorer: a tool that captures a large number of technical debt items and code metrics from pub-lic GitHub projects. Sonarlizer Xplorer is composed of two sub-tools. The first is Github Xplorer, responsible for mining public Github repositories from an initial project. The second is Sonarlizer, responsible for taking projects and analyzing them using SonarQube. We used the tool over four months, collecting technical debt items and code metrics on almost 46,000 public Java projects. In addition, we mined over 57 million repositories and 4 million users.",e20e266add694d40e5e40fae130190debeb89580,Tool Paper,1.0,,\b(?:a |the |our )?tool (?:for|to|that|which|supports?|called)\b
Technical debt prioritization: a developer&apos;s perspective.,2022,TechDebt@ICSE,10.1145/3524843.3528096,https://dblp.org/rec/conf/icse/PinaSG22,"Background: The prioritization of technical debt is an essen-tial task in managing software projects because, with current analysis tools, it is possible to find thousands of technical debt items in the software that would take months or even years to be fully paid. Aims: In this study, we aim to under-stand which criteria software developers use to prioritize code technical debt in real software projects. Methods: We performed a survey to collect data from open-source soft-ware projects in order to reach a large and diverse set of ex-periences. We analyzed the data using Straussian Grounded Theory techniques: open coding, axial coding, and selective coding. Results: We grouped the criteria into 15 categories and divided them into 2 super-categories related to paying off the technical debt and 3 related to not paying it. Conclusions: When participants decided to pay off technical debt, they wanted to do it soon. However, when they decided not to pay it, it is often because the debt occurred intentionally due to a project decision. Also, participants using similar criteria for their decisions tended to choose similar priority levels for those decisions. Finally, we observed that each software project needs to tailor the rules used to identify code technical debt to their project context.",2f07f937e399391097f12c949e6be8458c204904,Unknown,0.0,no_match,
An architecture smell knowledge base for managing architecture technical debt.,2022,TechDebt@ICSE,10.1145/3524843.3528092,https://dblp.org/rec/conf/icse/RachowR22,"Many software projects suffer from architecture erosion and archi-tecture technical debt. One challenge is to identify affected parts and prioritize them for refactoring. Architecture smells are indica-tors of potential architecture technical debt, but architecture smells are ambiguous and their impact is not always clear. To address this, we have built a knowledge base that improves understanding of architecture smells and identifies violated software design prin-ciples and affected quality attributes. The design principles help our understanding of what causes architecture smells, while the impaired quality attributes represent the consequences. We con-ducted a systematic literature review to identify these relations and built an architecture smell ontology. This ontology provides a knowledge base that architects can use to prioritize the smells according to the project's individual quality goals.",540e1a609fd7e88790d7ea2669a63fa28cf3beb3,Systematic Literature Review,1.0,,\bliterature review\b; \bsystematic literature review\b
